DEMAND
,,Volume,Value,FRANCE,GEORGIA,GERMANY,GHANA,INDIA,ITALY,KUWAIT,LATVIA,MARSHALL ISLANDS,MEXICO,NICARAGUA,PORTUGAL,SPAIN,SRI LANKA,Item Units,Item Volume,Item Value
3.1592991e7,Beige 5PK,0.019,$4.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162.0,1936.0,2486.0,1514.0,680.0,0.0,8782.0,166.858,$40420.45
3.2002202e7,Velvet 5PK,0.012,$1.57,1008.0,1621.0,0.0,0.0,34.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,709.0,0.0,3435.0,41.22,$5409.88
3.2335215e7,Pine 5PK,0.029,$0.46,0.0,0.0,0.0,70.0,0.0,0.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,961.0,27.869,$444.79
3.3811834e7,Magenta 5PK,0.024,$1.02,0.0,0.0,0.0,311.0,0.0,0.0,2266.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2589.0,62.136,$2636.7
3.4037341e7,Green 5PK,0.033,$0.45,2111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111.0,69.663,$942.83
3.4122786e7,Indigo 5PK,0.021,$3.78,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,7.686,$1385.0
3.4124471e7,Purple 5PK,0.016,$3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,533.0,8.528,$1764.5
3.4971911e7,Black 5PK,0.016,$4.28,0.0,0.0,0.0,0.0,0.0,2203.0,0.0,913.0,34.0,0.0,0.0,414.0,0.0,0.0,3564.0,57.024,$15252.11
3.5878584e7,Brown 5PK,0.033,$0.32,0.0,590.0,0.0,0.0,144.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,25.08,$239.74
3.5972817e7,Orange 5PK,0.013,$3.11,0.0,0.0,1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,24.362,$5831.8
3.60141e7,Aquamarine 5PK,0.027,$2.53,0.0,0.0,0.0,0.0,1761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.0,47.547,$4456.41
3.6224127e7,Cyan 5PK,0.028,$0.1,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,14.98,$55.17
3.6508261e7,Pink 5PK,0.037,$3.77,0.0,0.0,0.0,0.0,2585.0,53.0,0.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,4618.0,170.866,$17429.31
3.6603268e7,Yellow 5PK,0.014,$4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.168,$48.63
3.6675032e7,Rust 5PK,0.017,$1.41,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,14.127,$1175.24
3.7708362e7,White 5PK,0.035,$4.56,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.73,$355.96
3.7735304e7,Forest 5PK,0.051,$1.39,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.734,$47.22
3.8264149e7,Thistle 5PK,0.023,$1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,0.0,0.0,0.0,856.0,19.688,$926.44
3.8273926e7,Sapphire 5PK,0.017,$2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2538.0,0.0,0.0,0.0,2538.0,43.146,$5545.73
3.8406537e7,Red 5PK,0.039,$1.33,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,0.0,970.0,1580.0,68.0,0.0,3340.0,130.26,$4430.9
3.9412992e7,Blue 5PK,0.029,$1.33,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,7.917,$363.92
3.9909557e7,Gray 5PK,0.032,$1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,0.0,0.0,0.0,1466.0,46.912,$2460.29
,,,Customer Units,3668.0,3154.0,2147.0,381.0,5059.0,2256.0,3094.0,2982.0,3595.0,1936.0,8005.0,3508.0,1457.0,75.0
,,,Customer Volume,96.502,57.513,32.279,9.494,163.332,37.209,78.396,89.482,82.487,36.784,183.818,97.01,24.08,2.115
,,,Customer Value,$4171.23,$4317.5,$6195.72,$349.13,$14366.9,$9627.75,$2690.98,$11487.54,$11743.22,$8910.73,$22548.14,$10836.17,$4336.63,$41.38
,,,60 cbm,2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0
,,,25 cbm,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0

READY TO PACK
,,Volume,Value,16 Jul,17 Jul,18 Jul,19 Jul,20 Jul,21 Jul,22 Jul,23 Jul,24 Jul,25 Jul,26 Jul,27 Jul,28 Jul,29 Jul,30 Jul,31 Jul,1 Aug,2 Aug,3 Aug,4 Aug,5 Aug,6 Aug,7 Aug,8 Aug,9 Aug,10 Aug,11 Aug,12 Aug,Item Units,Item Volume,Item Value
3.1592991e7,Beige 5PK,0.019,$4.6,118.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9118.0,173.242,$41966.94
3.2002202e7,Velvet 5PK,0.012,$1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2935.0,0.0,0.0,0.0,0.0,0.0,0.0,3435.0,41.22,$5409.88
3.2335215e7,Pine 5PK,0.029,$0.46,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,28.217,$450.35
3.3811834e7,Magenta 5PK,0.024,$1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2589.0,62.136,$2636.7
3.4037341e7,Green 5PK,0.033,$0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111.0,69.663,$942.83
3.4122786e7,Indigo 5PK,0.021,$3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,7.686,$1385.0
3.4124471e7,Purple 5PK,0.016,$3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,8.56,$1771.12
3.4971911e7,Black 5PK,0.016,$4.28,0.0,0.0,0.0,0.0,2849.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,715.0,715.0,715.0,715.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6444.0,103.104,$27577.04
3.5878584e7,Brown 5PK,0.033,$0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,25.08,$239.74
3.5972817e7,Orange 5PK,0.013,$3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,26.0,$6223.9
3.60141e7,Aquamarine 5PK,0.027,$2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,54.0,$5061.23
3.6224127e7,Cyan 5PK,0.028,$0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,14.98,$55.17
3.6508261e7,Pink 5PK,0.037,$3.77,4000.0,0.0,0.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4618.0,170.866,$17429.31
3.6603268e7,Yellow 5PK,0.014,$4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.168,$48.63
3.6675032e7,Rust 5PK,0.017,$1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,14.127,$1175.24
3.7708362e7,White 5PK,0.035,$4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.73,$355.96
3.7735304e7,Forest 5PK,0.051,$1.39,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.734,$47.22
3.8264149e7,Thistle 5PK,0.023,$1.08,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,20.792,$978.39
3.8273926e7,Sapphire 5PK,0.017,$2.19,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.0,43.367,$5574.13
3.8406537e7,Red 5PK,0.039,$1.33,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.0,132.405,$4503.86
3.9412992e7,Blue 5PK,0.029,$1.33,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,515.0,14.935,$686.52
3.9909557e7,Gray 5PK,0.032,$1.68,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,47.296,$2480.43
,,,Supply Units,4534.0,0.0,0.0,2418.0,4649.0,1800.0,1800.0,1812.0,2538.0,0.0,4851.0,1815.0,715.0,1676.0,1553.0,1715.0,1876.0,1589.0,2197.0,1000.0,2966.0,3505.0,0.0,273.0,0.0,0.0,0.0,0.0
,,,Supply Volume,163.196,0.0,0.0,57.066,79.784,34.2,34.2,34.368,43.146,0.0,180.123,37.24,11.44,39.309,39.25,38.44,47.008,38.136,45.813,13.0,73.912,44.76,0.0,7.917,0.0,0.0,0.0,0.0
,,,Supply Value,$16188.79,$0.0,$0.0,$10617.23,$20477.03,$8284.77,$8284.77,$8333.4,$5545.73,$0.0,$5105.75,$4115.28,$3059.84,$3504.63,$3655.54,$5590.45,$3542.64,$1618.28,$3578.67,$3111.95,$5623.81,$6397.14,$0.0,$363.92,$0.0,$0.0,$0.0,$0.0
